# Attachments whose bytes differ from the copy originally archived in Git LFS.
# Discord re-encodes attachments, so these are the same file in a different
# encoding, not corrupt data; all of them decode cleanly. The Git LFS original
# is no longer reachable, so the copy recorded here is the surviving one.
#path	expectedOid	actualOid	expectedSize	actualSize
1323664553992519682/1323665028330557440-IMG_4618.jpg	9a84995fcf7fa5da1e264a48444ac58c3b1098f1613fd6ff62447bcc3ac6b785	ebf5f0d7e5873ff7b18a0a659c3416b9930ea2c503674d6c50d7156fccb72b04	3419429	4014576
1323664553992519682/1324013111451189248-IMG_4619.jpg	8f0ddd9492d05671469051de4559c529f02769df383ae725168d5b764b16766b	1b61b3fd9cc8a9bee655a13988d9ad59e40d3d390a2a39747beedccaa6b4dfb8	2607780	3098346
1355300774523174922/1504412526966870017-IMG_6800.jpg	fb521e9669a6edc89a25b263ba10b920127c23b953489ae15e0150fe8102ea52	b5b5025d401df980d9331745242d3c4c9f3c8937f6bb319bbb604db9eb5e4579	2249251	3241547
1355300774523174922/1508500500281299145-IMG_1110.jpg	9e2f3dc829c5f687f0b22bbb1a7833e2c73f3aff63e37490312cba768c5aa694	eac8f7aa59c379c72384cb4b1dc86fe76528af4b78bbfa5548c48331d744ad19	3177526	3771780
1355300774523174922/1508500500792738035-IMG_1111.jpg	11e2db54e05654600ddf1de1573839f5d809005a1a9c6a3b46d031e31f64ca91	6e6efb3ed7dd0bc902120b7da99e58be66db4da19c2d0d18af44315cbb7fd69a	2343247	3070809
1355300774523174922/1515464004124803204-IMG_1140.jpg	8f6d6a0743b3116e08bdfabf6098e809873ae2328e0c327cd2ade56a9a6becf6	1b9d4d864a72786e699938640bdd76c824e5088571dd2ffc0a70e23553459e7f	2155344	2657188
1376848846126317578/1525484319701991465-Screenshot_20260711_152016_BMS.jpg	d340eddca3e6546403fce7779ec9ea67048736e58f6255aa057bf6db99d536a8	ebc3779c2f3bf13ca8929720de12adf570d21e863434e93e78662697d9046215	862682	764940
1376848846126317578/1525600631744761938-image.png	917d9840329bd35567b1ae784dbff986cfd0408c7f30a7e7d687bd12dda57f15	28514135bd008ab703f727eeeb43de6abb7791e8313ac44db9dbf8841a124b26	227350	227024
1382444757875167234/1462145195272572979-IMG_3764.jpg	254ec2c2b132d9bbe728d0128d823f97c7037fc4ea44e6193acb209b0b529ecc	e836299f4dfcb80f783228dc5e6a7d16f8c501472eba8eef40bb2b55132cf3a0	3700326	4773980
1382444757875167234/1462148907219030322-DC9D2A18-06A9-4C98-B8A8-BC936F26D803.jpg	12af2ba9a8340ed8404cc7334b66845e5f0a74f54925ae29c8db2ece24081edb	7ae63d1c6aa9b4a04ce283eafff1cb84932136f0a65ed32f39abd618f1d0072e	3424866	4417805
